               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.039141,            0.010152,           0.0060257,             0.94578,             0.95022,             0.95237,             0.49462,            0.033812,           0.0053142,           0.0032099,           0.0069508,           0.0069508,           0.0069508
                 156,            0.042864,            0.011241,           0.0044698,             0.94578,             0.95022,             0.95237,             0.49462,            0.033812,           0.0053142,           0.0032099,            0.006931,            0.006931,            0.006931
                 157,            0.037537,           0.0092914,           0.0049665,              0.9678,             0.97619,             0.97757,             0.59776,            0.024177,           0.0052309,           0.0031314,           0.0069112,           0.0069112,           0.0069112
                 158,            0.033636,            0.010781,           0.0050292,             0.96848,             0.97619,             0.97127,             0.60557,            0.027619,           0.0050973,            0.002925,           0.0068914,           0.0068914,           0.0068914
                 159,            0.035824,            0.012453,           0.0057891,             0.82453,             0.97539,             0.94517,             0.52081,             0.03042,           0.0054407,           0.0028352,           0.0068716,           0.0068716,           0.0068716
                 160,            0.045442,            0.012808,           0.0045974,             0.82453,             0.97539,             0.94517,             0.52081,             0.03042,           0.0054407,           0.0028352,           0.0068518,           0.0068518,           0.0068518
                 161,            0.040261,            0.011652,           0.0067701,             0.73578,             0.97619,             0.88946,             0.53583,            0.026243,           0.0053735,           0.0028351,            0.006832,            0.006832,            0.006832
                 162,            0.035532,            0.010915,           0.0060293,             0.95317,             0.97423,              0.9712,              0.5778,            0.027711,           0.0050552,           0.0029872,           0.0068122,           0.0068122,           0.0068122
                 163,            0.037684,            0.009424,           0.0053144,             0.74191,             0.97619,             0.97321,             0.57537,            0.028219,           0.0049809,           0.0028818,           0.0067924,           0.0067924,           0.0067924
                 164,            0.039815,            0.011644,           0.0059635,             0.74191,             0.97619,             0.97321,             0.57537,            0.028219,           0.0049809,           0.0028818,           0.0067726,           0.0067726,           0.0067726
                 165,            0.032411,            0.010209,           0.0045767,             0.90385,             0.95238,              0.9703,             0.62641,            0.024228,           0.0049721,           0.0029809,           0.0067528,           0.0067528,           0.0067528
                 166,             0.03389,            0.010628,           0.0059051,             0.96005,             0.97619,             0.97407,             0.47802,            0.026443,           0.0049392,           0.0028782,            0.006733,            0.006733,            0.006733
                 167,            0.038249,            0.012235,           0.0042163,             0.91033,             0.95238,             0.94914,             0.61286,            0.026762,           0.0049132,           0.0028607,           0.0067132,           0.0067132,           0.0067132
                 168,            0.037021,            0.010495,           0.0041899,             0.91033,             0.95238,             0.94914,             0.61286,            0.026762,           0.0049132,           0.0028607,           0.0066934,           0.0066934,           0.0066934
                 169,            0.036684,            0.011057,           0.0062088,             0.96144,             0.97619,             0.98548,             0.66099,            0.024244,           0.0049047,           0.0028827,           0.0066736,           0.0066736,           0.0066736
                 170,            0.037299,            0.011081,           0.0046297,             0.94406,             0.95238,             0.95495,             0.59035,            0.026819,            0.004945,            0.002861,           0.0066538,           0.0066538,           0.0066538
                 171,            0.037008,            0.011101,           0.0068629,             0.95397,             0.96719,             0.96952,             0.49966,            0.028476,           0.0050617,           0.0029276,            0.006634,            0.006634,            0.006634
                 172,            0.035782,             0.01018,           0.0037479,             0.95397,             0.96719,             0.96952,             0.49966,            0.028476,           0.0050617,           0.0029276,           0.0066142,           0.0066142,           0.0066142
                 173,            0.040574,            0.010883,           0.0058314,             0.82723,             0.97619,             0.98246,             0.52899,            0.029189,           0.0049661,           0.0029252,           0.0065944,           0.0065944,           0.0065944
                 174,            0.037862,           0.0095357,           0.0047181,              0.8807,             0.88095,             0.88942,             0.49778,            0.029851,           0.0048058,            0.002979,           0.0065746,           0.0065746,           0.0065746
                 175,            0.044125,            0.010354,           0.0047152,             0.92804,             0.99738,               0.995,             0.58809,            0.029273,            0.005031,           0.0030659,           0.0065548,           0.0065548,           0.0065548
                 176,            0.041849,            0.010546,            0.005876,             0.92804,             0.99738,               0.995,             0.58809,            0.029273,            0.005031,           0.0030659,            0.006535,            0.006535,            0.006535
                 177,            0.038423,            0.012232,           0.0067502,              0.9628,             0.97619,             0.98153,             0.61001,            0.029146,           0.0050065,           0.0030309,           0.0065152,           0.0065152,           0.0065152
                 178,            0.033568,            0.011497,           0.0040239,             0.96753,             0.97619,             0.97983,             0.65907,             0.02277,           0.0048719,           0.0029489,           0.0064954,           0.0064954,           0.0064954
                 179,             0.03717,            0.011795,           0.0053907,             0.72745,             0.97619,             0.74799,             0.40778,             0.02906,           0.0048012,           0.0029258,           0.0064756,           0.0064756,           0.0064756
                 180,            0.043581,           0.0099493,           0.0061326,             0.72745,             0.97619,             0.74799,             0.40778,             0.02906,           0.0048012,           0.0029258,           0.0064558,           0.0064558,           0.0064558
                 181,             0.03874,            0.011044,            0.006762,             0.75154,             0.98806,              0.8111,             0.48972,            0.025913,           0.0047748,           0.0028942,            0.006436,            0.006436,            0.006436
                 182,            0.035036,            0.011407,           0.0067105,             0.93906,             0.95238,             0.97107,             0.58225,            0.022394,           0.0047636,           0.0028185,           0.0064162,           0.0064162,           0.0064162
                 183,            0.032629,           0.0097546,           0.0036684,             0.81356,             0.97619,             0.97434,             0.58739,            0.030787,           0.0048674,           0.0027577,           0.0063964,           0.0063964,           0.0063964
                 184,            0.040331,            0.010314,           0.0061597,             0.81356,             0.97619,             0.97434,             0.58739,            0.030787,           0.0048674,           0.0027577,           0.0063766,           0.0063766,           0.0063766
                 185,            0.041033,            0.010105,           0.0045393,             0.71942,             0.97619,             0.96851,             0.59087,            0.032066,           0.0048953,           0.0027522,           0.0063568,           0.0063568,           0.0063568
                 186,            0.039925,            0.010137,           0.0045909,             0.98185,                   1,               0.995,             0.59035,            0.026163,           0.0047677,           0.0027669,            0.006337,            0.006337,            0.006337
                 187,            0.034627,             0.01033,            0.004838,             0.96326,             0.97619,             0.98448,             0.65674,            0.025447,           0.0046856,           0.0027547,           0.0063172,           0.0063172,           0.0063172
                 188,            0.038466,            0.010065,           0.0046459,             0.96326,             0.97619,             0.98448,             0.65674,            0.025447,           0.0046856,           0.0027547,           0.0062974,           0.0062974,           0.0062974
                 189,            0.035612,           0.0090275,           0.0051003,             0.95968,             0.97619,             0.98548,              0.6435,            0.024768,           0.0046594,           0.0027666,           0.0062776,           0.0062776,           0.0062776
                 190,            0.035975,            0.010528,           0.0041455,             0.94913,             0.97619,             0.97262,             0.58537,            0.027783,           0.0048123,            0.002768,           0.0062578,           0.0062578,           0.0062578
                 191,            0.035193,           0.0096338,           0.0047753,             0.99415,                   1,               0.995,             0.56592,            0.026135,           0.0048318,           0.0027928,            0.006238,            0.006238,            0.006238
                 192,            0.035243,            0.010479,           0.0049746,             0.99415,                   1,               0.995,             0.56592,            0.026135,           0.0048318,           0.0027928,           0.0062182,           0.0062182,           0.0062182
                 193,            0.033486,           0.0098098,           0.0050327,             0.99478,                   1,               0.995,             0.64735,            0.023755,           0.0047146,            0.002816,           0.0061984,           0.0061984,           0.0061984
                 194,            0.034325,            0.010783,           0.0039617,             0.95863,             0.97619,             0.99115,             0.67112,            0.028247,           0.0048722,           0.0028245,           0.0061786,           0.0061786,           0.0061786
                 195,            0.038011,           0.0098542,           0.0054378,             0.94776,             0.95238,             0.95639,             0.62452,            0.024908,           0.0048001,           0.0028796,           0.0061588,           0.0061588,           0.0061588
                 196,            0.032931,            0.010033,           0.0052205,             0.94776,             0.95238,             0.95639,             0.62452,            0.024908,           0.0048001,           0.0028796,            0.006139,            0.006139,            0.006139
                 197,            0.033518,            0.011422,           0.0042156,             0.99454,                   1,               0.995,             0.64841,            0.024941,           0.0049019,            0.002919,           0.0061192,           0.0061192,           0.0061192
                 198,             0.03337,            0.012865,            0.004707,             0.97213,             0.97619,             0.98402,             0.63336,            0.023153,           0.0048642,           0.0029101,           0.0060994,           0.0060994,           0.0060994
                 199,            0.032327,            0.010262,           0.0040441,             0.96453,             0.97619,             0.98486,             0.64854,            0.026236,           0.0047968,           0.0028509,           0.0060796,           0.0060796,           0.0060796
                 200,            0.038874,            0.010862,           0.0039497,             0.96453,             0.97619,             0.98486,             0.64854,            0.026236,           0.0047968,           0.0028509,           0.0060598,           0.0060598,           0.0060598
                 201,            0.036131,            0.010536,           0.0036448,             0.99589,                   1,               0.995,             0.62173,            0.023978,           0.0047463,           0.0028362,             0.00604,             0.00604,             0.00604
                 202,             0.03505,           0.0095015,           0.0037913,             0.96701,             0.97619,             0.98429,             0.56502,            0.025464,           0.0048544,           0.0028981,           0.0060202,           0.0060202,           0.0060202
                 203,             0.03535,            0.010533,           0.0047776,             0.97117,             0.97619,             0.97175,              0.6317,            0.025744,           0.0047574,           0.0028863,           0.0060004,           0.0060004,           0.0060004
                 204,            0.040323,            0.011863,           0.0036707,             0.97117,             0.97619,             0.97175,              0.6317,            0.025744,           0.0047574,           0.0028863,           0.0059806,           0.0059806,           0.0059806
                 205,            0.034215,            0.010491,           0.0041573,             0.99265,                   1,               0.995,              0.6622,            0.024546,           0.0046933,           0.0028723,           0.0059608,           0.0059608,           0.0059608
                 206,            0.035267,           0.0088343,           0.0042147,             0.90198,             0.92738,             0.95638,             0.59571,            0.026957,           0.0047996,            0.002878,            0.005941,            0.005941,            0.005941
                 207,            0.037034,            0.010145,            0.003659,             0.99504,                   1,               0.995,             0.64736,            0.022933,           0.0047226,           0.0028294,           0.0059212,           0.0059212,           0.0059212
                 208,            0.035699,           0.0085736,             0.00405,             0.99504,                   1,               0.995,             0.64736,            0.022933,           0.0047226,           0.0028294,           0.0059014,           0.0059014,           0.0059014
                 209,            0.035144,            0.010184,            0.004562,             0.99576,                   1,               0.995,             0.62339,            0.023023,           0.0047569,           0.0027853,           0.0058816,           0.0058816,           0.0058816
                 210,             0.03668,            0.010264,           0.0039505,             0.94777,             0.95076,             0.96575,             0.51426,            0.024011,           0.0047872,           0.0027385,           0.0058618,           0.0058618,           0.0058618
                 211,            0.034997,            0.010825,            0.004215,             0.96721,             0.97619,             0.98204,             0.54714,            0.029003,           0.0048165,           0.0026307,            0.005842,            0.005842,            0.005842
                 212,            0.042913,            0.011246,           0.0034635,             0.96721,             0.97619,             0.98204,             0.54714,            0.029003,           0.0048165,           0.0026307,           0.0058222,           0.0058222,           0.0058222
                 213,            0.040014,            0.010083,           0.0037682,             0.99302,                   1,               0.995,             0.55647,            0.027487,           0.0047934,           0.0026031,           0.0058024,           0.0058024,           0.0058024
                 214,            0.038292,           0.0090779,           0.0035233,             0.97176,             0.97619,             0.98486,             0.65292,            0.024281,           0.0046331,           0.0026208,           0.0057826,           0.0057826,           0.0057826
                 215,            0.035649,           0.0098722,           0.0039389,             0.94364,             0.95238,             0.97023,             0.59606,            0.026256,           0.0046962,           0.0025821,           0.0057628,           0.0057628,           0.0057628
                 216,            0.038365,            0.011464,           0.0039446,             0.94364,             0.95238,             0.97023,             0.59606,            0.026256,           0.0046962,           0.0025821,            0.005743,            0.005743,            0.005743
                 217,            0.038876,           0.0093877,           0.0032469,             0.99473,                   1,               0.995,             0.64788,             0.02363,           0.0046315,           0.0025778,           0.0057232,           0.0057232,           0.0057232
                 218,            0.034544,           0.0096914,           0.0057341,             0.85671,             0.97619,              0.9547,             0.52491,            0.027216,           0.0046238,           0.0025847,           0.0057034,           0.0057034,           0.0057034
                 219,             0.04194,           0.0096353,           0.0035226,             0.99553,                   1,               0.995,               0.623,            0.022059,           0.0046157,           0.0026161,           0.0056836,           0.0056836,           0.0056836
                 220,            0.033193,            0.010015,            0.003164,             0.99553,                   1,               0.995,               0.623,            0.022059,           0.0046157,           0.0026161,           0.0056638,           0.0056638,           0.0056638
                 221,            0.031122,            0.011963,           0.0037783,              0.9722,             0.97619,             0.98026,             0.66329,            0.022078,           0.0046354,            0.002642,            0.005644,            0.005644,            0.005644
